Attack_fleet = 28
Defend_fleet = 23
Attacker, Defender, attack damage, defender's health
ObjectId('527809216f94c119c08415f3') , ObjectId('527809216f94c119c0841709') , 1233, -497
ObjectId('527809216f94c119c08415ff') , ObjectId('527809216f94c119c0841721') , 720, -192
ObjectId('527809216f94c119c084160b') , ObjectId('527809216f94c119c084172d') , 1207, -349
ObjectId('527809216f94c119c084162f') , ObjectId('527809216f94c119c0841739') , 1223, -1048
ObjectId('527809216f94c119c084163b') , ObjectId('527809216f94c119c0841745') , 468, 617
ObjectId('527809216f94c119c0841647') , ObjectId('527809216f94c119c0841751') , 2068, -1330
ObjectId('527809216f94c119c0841653') , ObjectId('527809216f94c119c084175d') , 449, -65
ObjectId('527809216f94c119c084165f') , ObjectId('527809216f94c119c0841769') , 819, 292
ObjectId('527809216f94c119c084166b') , ObjectId('527809216f94c119c0841775') , 463, -53
ObjectId('527809216f94c119c0841677') , ObjectId('527809216f94c119c0841781') , 789, -234
Defender, Attacker, defend damage, attacker's health
ObjectId('527809216f94c119c08416a9') , ObjectId('527809216f94c119c084157b') , 723, 104
ObjectId('527809216f94c119c08416b5') , ObjectId('527809216f94c119c0841587') , 554, 391
ObjectId('527809216f94c119c08416c1') , ObjectId('527809216f94c119c0841593') , 532, -20
ObjectId('527809216f94c119c08416cd') , ObjectId('527809216f94c119c08415ab') , 1346, -428
ObjectId('527809216f94c119c08416d9') , ObjectId('527809216f94c119c08415b7') , 966, -599
ObjectId('527809216f94c119c08416e5') , ObjectId('527809216f94c119c08415c3') , 644, 570
ObjectId('527809216f94c119c08416f1') , ObjectId('527809216f94c119c08415cf') , 615, 80
ObjectId('527809216f94c119c08416fd') , ObjectId('527809216f94c119c08415db') , 819, 28
ObjectId('527809216f94c119c0841709') , ObjectId('527809216f94c119c08415f3') , 571, 267
ObjectId('527809216f94c119c0841721') , ObjectId('527809216f94c119c08415ff') , 553, 279
ObjectId('527809216f94c119c084172d') , ObjectId('527809216f94c119c084160b') , 584, 368
ObjectId('527809216f94c119c0841739') , ObjectId('527809216f94c119c084162f') , 698, -137
ObjectId('527809216f94c119c0841745') , ObjectId('527809216f94c119c084163b') , 1273, -551
ObjectId('527809216f94c119c0841751') , ObjectId('527809216f94c119c0841647') , 558, 264
ObjectId('527809216f94c119c084175d') , ObjectId('527809216f94c119c0841653') , 531, 409
ObjectId('527809216f94c119c0841769') , ObjectId('527809216f94c119c084165f') , 513, 738
ObjectId('527809216f94c119c0841775') , ObjectId('527809216f94c119c084166b') , 830, -646
ObjectId('527809216f94c119c0841781') , ObjectId('527809216f94c119c0841677') , 625, 875
ObjectId('527809216f94c119c084178d') , ObjectId('527809216f94c119c08415db') , 482, 365
ObjectId('527809216f94c119c0841799') , ObjectId('527809216f94c119c08415ab') , 1597, -679
Attacker Kill Count:  12
Defender Kill Count:  7

Attack_fleet = 12
Defend_fleet = 8
Attacker, Defender, attack damage, defender's health
ObjectId('527809216f94c119c084157b') , ObjectId('527809216f94c119c08416a9') , 880, -769
ObjectId('527809216f94c119c0841587') , ObjectId('527809216f94c119c08416cd') , 873, -682
ObjectId('527809216f94c119c08415c3') , ObjectId('527809216f94c119c08416e5') , 668, -335
ObjectId('527809216f94c119c08415cf') , ObjectId('527809216f94c119c08416f1') , 1149, -1042
ObjectId('527809216f94c119c08415db') , ObjectId('527809216f94c119c0841745') , 683, -66
ObjectId('527809216f94c119c08415f3') , ObjectId('527809216f94c119c0841769') , 697, -405
ObjectId('527809216f94c119c08415ff') , ObjectId('527809216f94c119c084178d') , 631, 257
ObjectId('527809216f94c119c084160b') , ObjectId('527809216f94c119c0841799') , 1471, -368
ObjectId('527809216f94c119c0841647') , ObjectId('527809216f94c119c084178d') , 1849, -961
ObjectId('527809216f94c119c0841653') , ObjectId('527809216f94c119c08416f1') , 577, -470
ObjectId('527809216f94c119c084165f') , ObjectId('527809216f94c119c08416cd') , 321, -130
ObjectId('527809216f94c119c0841677') , ObjectId('527809216f94c119c0841799') , 1149, -46
Defender, Attacker, defend damage, attacker's health
ObjectId('527809216f94c119c08416a9') , ObjectId('527809216f94c119c084157b') , 825, -721
ObjectId('527809216f94c119c08416cd') , ObjectId('527809216f94c119c0841587') , 1512, -1121
ObjectId('527809216f94c119c08416e5') , ObjectId('527809216f94c119c08415c3') , 835, -265
ObjectId('527809216f94c119c08416f1') , ObjectId('527809216f94c119c08415cf') , 477, -397
ObjectId('527809216f94c119c0841745') , ObjectId('527809216f94c119c08415db') , 1894, -1529
ObjectId('527809216f94c119c0841769') , ObjectId('527809216f94c119c08415f3') , 642, -375
ObjectId('527809216f94c119c084178d') , ObjectId('527809216f94c119c08415ff') , 363, -84
ObjectId('527809216f94c119c0841799') , ObjectId('527809216f94c119c084160b') , 1247, -879
Attacker Kill Count:  11
Defender Kill Count:  8

Attack_fleet = 25
Defend_fleet = 30
Attacker, Defender, attack damage, defender's health
ObjectId('527809266f94c119c08417cb') , ObjectId('527809266f94c119c084191d') , 895, 605
ObjectId('527809266f94c119c08417d7') , ObjectId('527809266f94c119c0841929') , 366, 1134
ObjectId('527809266f94c119c08417e3') , ObjectId('527809266f94c119c0841935') , 748, 752
ObjectId('527809266f94c119c08417ef') , ObjectId('527809266f94c119c0841941') , 1646, -146
ObjectId('527809266f94c119c08417fb') , ObjectId('527809266f94c119c084194d') , 1753, -253
ObjectId('527809266f94c119c0841807') , ObjectId('527809266f94c119c0841959') , 278, 1222
ObjectId('527809266f94c119c0841813') , ObjectId('527809266f94c119c0841965') , 1408, 92
ObjectId('527809266f94c119c084181f') , ObjectId('527809266f94c119c0841971') , 545, 955
ObjectId('527809266f94c119c084182b') , ObjectId('527809266f94c119c084197d') , 787, 713
ObjectId('527809266f94c119c0841837') , ObjectId('527809266f94c119c0841989') , 646, 854
ObjectId('527809266f94c119c0841843') , ObjectId('527809266f94c119c0841995') , 478, 1022
ObjectId('527809266f94c119c084184f') , ObjectId('527809266f94c119c08419a1') , 1491, 9
ObjectId('527809266f94c119c084185b') , ObjectId('527809266f94c119c08419ad') , 1438, 62
ObjectId('527809266f94c119c0841867') , ObjectId('527809266f94c119c08419b9') , 427, 1073
ObjectId('527809266f94c119c0841873') , ObjectId('527809266f94c119c08419c5') , 1316, 184
ObjectId('527809266f94c119c084187f') , ObjectId('527809266f94c119c08419d1') , 1315, 185
ObjectId('527809266f94c119c084188b') , ObjectId('527809266f94c119c08419dd') , 906, 594
ObjectId('527809266f94c119c0841897') , ObjectId('527809266f94c119c08419e9') , 542, 958
ObjectId('527809266f94c119c08418a3') , ObjectId('527809266f94c119c08419f5') , 513, 987
ObjectId('527809266f94c119c08418af') , ObjectId('527809266f94c119c0841a01') , 1166, 334
ObjectId('527809266f94c119c08418bb') , ObjectId('527809266f94c119c0841a0d') , 613, 887
ObjectId('527809266f94c119c08418c7') , ObjectId('527809266f94c119c0841a19') , 1251, 249
ObjectId('527809266f94c119c08418d3') , ObjectId('527809266f94c119c0841a25') , 634, 866
ObjectId('527809266f94c119c08418df') , ObjectId('527809266f94c119c0841a31') , 1014, 486
ObjectId('527809266f94c119c08418eb') , ObjectId('527809266f94c119c0841a3d') , 438, 1062
Defender, Attacker, defend damage, attacker's health
ObjectId('527809266f94c119c084191d') , ObjectId('527809266f94c119c08417cb') , 768, 732
ObjectId('527809266f94c119c0841929') , ObjectId('527809266f94c119c08417d7') , 1292, 208
ObjectId('527809266f94c119c0841935') , ObjectId('527809266f94c119c08417e3') , 1247, 253
ObjectId('527809266f94c119c0841941') , ObjectId('527809266f94c119c08417ef') , 1866, -366
ObjectId('527809266f94c119c084194d') , ObjectId('527809266f94c119c08417fb') , 1912, -412
ObjectId('527809266f94c119c0841959') , ObjectId('527809266f94c119c0841807') , 384, 1116
ObjectId('527809266f94c119c0841965') , ObjectId('527809266f94c119c0841813') , 1392, 108
ObjectId('527809266f94c119c0841971') , ObjectId('527809266f94c119c084181f') , 654, 846
ObjectId('527809266f94c119c084197d') , ObjectId('527809266f94c119c084182b') , 921, 579
ObjectId('527809266f94c119c0841989') , ObjectId('527809266f94c119c0841837') , 686, 814
ObjectId('527809266f94c119c0841995') , ObjectId('527809266f94c119c0841843') , 1729, -229
ObjectId('527809266f94c119c08419a1') , ObjectId('527809266f94c119c084184f') , 550, 950
ObjectId('527809266f94c119c08419ad') , ObjectId('527809266f94c119c084185b') , 2182, -682
ObjectId('527809266f94c119c08419b9') , ObjectId('527809266f94c119c0841867') , 1308, 192
ObjectId('527809266f94c119c08419c5') , ObjectId('527809266f94c119c0841873') , 691, 809
ObjectId('527809266f94c119c08419d1') , ObjectId('527809266f94c119c084187f') , 877, 623
ObjectId('527809266f94c119c08419dd') , ObjectId('527809266f94c119c084188b') , 1058, 442
ObjectId('527809266f94c119c08419e9') , ObjectId('527809266f94c119c0841897') , 1131, 369
ObjectId('527809266f94c119c08419f5') , ObjectId('527809266f94c119c08418a3') , 407, 1093
ObjectId('527809266f94c119c0841a01') , ObjectId('527809266f94c119c08418af') , 496, 1004
ObjectId('527809266f94c119c0841a0d') , ObjectId('527809266f94c119c08418bb') , 962, 538
ObjectId('527809266f94c119c0841a19') , ObjectId('527809266f94c119c08418c7') , 1169, 331
ObjectId('527809266f94c119c0841a25') , ObjectId('527809266f94c119c08418d3') , 816, 684
ObjectId('527809266f94c119c0841a31') , ObjectId('527809266f94c119c08418df') , 974, 526
ObjectId('527809266f94c119c0841a3d') , ObjectId('527809266f94c119c08418eb') , 755, 745
ObjectId('527809266f94c119c0841a49') , ObjectId('527809266f94c119c0841837') , 1626, -126
ObjectId('527809266f94c119c0841a55') , ObjectId('527809266f94c119c08418c7') , 1742, -242
ObjectId('527809266f94c119c0841a61') , ObjectId('527809266f94c119c084185b') , 655, 845
ObjectId('527809266f94c119c0841a6d') , ObjectId('527809266f94c119c0841813') , 416, 1084
ObjectId('527809266f94c119c0841a79') , ObjectId('527809266f94c119c084185b') , 390, 1110
Attacker Kill Count:  2
Defender Kill Count:  6

Attack_fleet = 19
Defend_fleet = 28
Attacker, Defender, attack damage, defender's health
ObjectId('527809266f94c119c08417cb') , ObjectId('527809266f94c119c084191d') , 935, -330
ObjectId('527809266f94c119c08417d7') , ObjectId('527809266f94c119c0841929') , 685, 449
ObjectId('527809266f94c119c08417e3') , ObjectId('527809266f94c119c0841935') , 860, -108
ObjectId('527809266f94c119c0841807') , ObjectId('527809266f94c119c0841959') , 1004, 218
ObjectId('527809266f94c119c0841813') , ObjectId('527809266f94c119c0841965') , 1101, -1009
ObjectId('527809266f94c119c084181f') , ObjectId('527809266f94c119c0841971') , 472, 483
ObjectId('527809266f94c119c084182b') , ObjectId('527809266f94c119c084197d') , 693, 20
ObjectId('527809266f94c119c084184f') , ObjectId('527809266f94c119c0841989') , 1881, -1027
ObjectId('527809266f94c119c0841867') , ObjectId('527809266f94c119c0841995') , 518, 504
ObjectId('527809266f94c119c0841873') , ObjectId('527809266f94c119c08419a1') , 1170, -1161
ObjectId('527809266f94c119c084187f') , ObjectId('527809266f94c119c08419ad') , 1318, -1256
ObjectId('527809266f94c119c084188b') , ObjectId('527809266f94c119c08419b9') , 879, 194
ObjectId('527809266f94c119c0841897') , ObjectId('527809266f94c119c08419c5') , 518, -334
ObjectId('527809266f94c119c08418a3') , ObjectId('527809266f94c119c08419d1') , 609, -424
ObjectId('527809266f94c119c08418af') , ObjectId('527809266f94c119c08419dd') , 776, -182
ObjectId('527809266f94c119c08418bb') , ObjectId('527809266f94c119c08419e9') , 595, 363
ObjectId('527809266f94c119c08418d3') , ObjectId('527809266f94c119c08419f5') , 712, 275
ObjectId('527809266f94c119c08418df') , ObjectId('527809266f94c119c0841a01') , 845, -511
ObjectId('527809266f94c119c08418eb') , ObjectId('527809266f94c119c0841a0d') , 700, 187
Defender, Attacker, defend damage, attacker's health
ObjectId('527809266f94c119c084191d') , ObjectId('527809266f94c119c08417cb') , 832, -100
ObjectId('527809266f94c119c0841929') , ObjectId('527809266f94c119c08417d7') , 1726, -1518
ObjectId('527809266f94c119c0841935') , ObjectId('527809266f94c119c08417e3') , 1715, -1462
ObjectId('527809266f94c119c0841959') , ObjectId('527809266f94c119c0841807') , 492, 624
ObjectId('527809266f94c119c0841965') , ObjectId('527809266f94c119c0841813') , 1555, -471
ObjectId('527809266f94c119c0841971') , ObjectId('527809266f94c119c084181f') , 737, 109
ObjectId('527809266f94c119c084197d') , ObjectId('527809266f94c119c084182b') , 840, -261
ObjectId('527809266f94c119c0841989') , ObjectId('527809266f94c119c084184f') , 698, 252
ObjectId('527809266f94c119c0841995') , ObjectId('527809266f94c119c0841867') , 1646, -1454
ObjectId('527809266f94c119c08419a1') , ObjectId('527809266f94c119c0841873') , 822, -13
ObjectId('527809266f94c119c08419ad') , ObjectId('527809266f94c119c084187f') , 1351, -728
ObjectId('527809266f94c119c08419b9') , ObjectId('527809266f94c119c084188b') , 1146, -704
ObjectId('527809266f94c119c08419c5') , ObjectId('527809266f94c119c0841897') , 1917, -1548
ObjectId('527809266f94c119c08419d1') , ObjectId('527809266f94c119c08418a3') , 678, 415
ObjectId('527809266f94c119c08419dd') , ObjectId('527809266f94c119c08418af') , 676, 328
ObjectId('527809266f94c119c08419e9') , ObjectId('527809266f94c119c08418bb') , 706, -168
ObjectId('527809266f94c119c08419f5') , ObjectId('527809266f94c119c08418d3') , 342, 342
ObjectId('527809266f94c119c0841a01') , ObjectId('527809266f94c119c08418df') , 457, 69
ObjectId('527809266f94c119c0841a0d') , ObjectId('527809266f94c119c08418eb') , 701, 44
ObjectId('527809266f94c119c0841a19') , ObjectId('527809266f94c119c0841867') , 1181, -989
ObjectId('527809266f94c119c0841a25') , ObjectId('527809266f94c119c08418df') , 768, -242
ObjectId('527809266f94c119c0841a31') , ObjectId('527809266f94c119c084182b') , 784, -205
ObjectId('527809266f94c119c0841a3d') , ObjectId('527809266f94c119c08418af') , 1118, -114
ObjectId('527809266f94c119c0841a49') , ObjectId('527809266f94c119c08418af') , 1146, -142
ObjectId('527809266f94c119c0841a55') , ObjectId('527809266f94c119c0841807') , 1087, 29
ObjectId('527809266f94c119c0841a61') , ObjectId('527809266f94c119c0841897') , 542, -173
ObjectId('527809266f94c119c0841a6d') , ObjectId('527809266f94c119c08418bb') , 390, 148
ObjectId('527809266f94c119c0841a79') , ObjectId('527809266f94c119c08418a3') , 408, 685
Attacker Kill Count:  10
Defender Kill Count:  17

Attack_fleet = 6
Defend_fleet = 18
Attacker, Defender, attack damage, defender's health
ObjectId('527809266f94c119c0841807') , ObjectId('527809266f94c119c0841929') , 1189, -740
ObjectId('527809266f94c119c084181f') , ObjectId('527809266f94c119c0841959') , 535, -317
ObjectId('527809266f94c119c084184f') , ObjectId('527809266f94c119c0841971') , 1175, -692
ObjectId('527809266f94c119c08418a3') , ObjectId('527809266f94c119c084197d') , 1489, -1469
ObjectId('527809266f94c119c08418d3') , ObjectId('527809266f94c119c0841995') , 622, -118
ObjectId('527809266f94c119c08418eb') , ObjectId('527809266f94c119c08419b9') , 609, -415
Defender, Attacker, defend damage, attacker's health
ObjectId('527809266f94c119c0841929') , ObjectId('527809266f94c119c0841807') , 1721, -1692
ObjectId('527809266f94c119c0841959') , ObjectId('527809266f94c119c084181f') , 357, -248
ObjectId('527809266f94c119c0841971') , ObjectId('527809266f94c119c084184f') , 405, -153
ObjectId('527809266f94c119c084197d') , ObjectId('527809266f94c119c08418a3') , 514, 171
ObjectId('527809266f94c119c0841995') , ObjectId('527809266f94c119c08418d3') , 1895, -1553
ObjectId('527809266f94c119c08419b9') , ObjectId('527809266f94c119c08418eb') , 1029, -985
ObjectId('527809266f94c119c08419e9') , ObjectId('527809266f94c119c084181f') , 1133, -1024
ObjectId('527809266f94c119c08419f5') , ObjectId('527809266f94c119c084184f') , 603, -351
ObjectId('527809266f94c119c0841a0d') , ObjectId('527809266f94c119c08418d3') , 1114, -772
ObjectId('527809266f94c119c0841a19') , ObjectId('527809266f94c119c08418eb') , 1920, -1876
ObjectId('527809266f94c119c0841a25') , ObjectId('527809266f94c119c084184f') , 387, -135
ObjectId('527809266f94c119c0841a31') , ObjectId('527809266f94c119c08418a3') , 510, 175
ObjectId('527809266f94c119c0841a3d') , ObjectId('527809266f94c119c08418d3') , 1886, -1544
ObjectId('527809266f94c119c0841a49') , ObjectId('527809266f94c119c08418a3') , 1828, -1143
ObjectId('527809266f94c119c0841a55') , ObjectId('527809266f94c119c08418a3') , 1038, -353
ObjectId('527809266f94c119c0841a61') , ObjectId('527809266f94c119c08418d3') , 745, -403
ObjectId('527809266f94c119c0841a6d') , ObjectId('527809266f94c119c08418eb') , 717, -673
ObjectId('527809266f94c119c0841a79') , ObjectId('527809266f94c119c08418a3') , 455, 230
Attacker Kill Count:  6
Defender Kill Count:  15

Attack_fleet = 22
Defend_fleet = 22
Attacker, Defender, attack damage, defender's health
ObjectId('5278092b6f94c119c0841aab') , ObjectId('5278092b6f94c119c0841bd9') , 412, 1088
ObjectId('5278092b6f94c119c0841ab7') , ObjectId('5278092b6f94c119c0841be5') , 1198, 302
ObjectId('5278092b6f94c119c0841ac3') , ObjectId('5278092b6f94c119c0841bf1') , 712, 788
ObjectId('5278092b6f94c119c0841acf') , ObjectId('5278092b6f94c119c0841bfd') , 550, 950
ObjectId('5278092b6f94c119c0841adb') , ObjectId('5278092b6f94c119c0841c09') , 1130, 370
ObjectId('5278092b6f94c119c0841ae7') , ObjectId('5278092b6f94c119c0841c15') , 411, 1089
ObjectId('5278092b6f94c119c0841af3') , ObjectId('5278092b6f94c119c0841c21') , 1467, 33
ObjectId('5278092b6f94c119c0841aff') , ObjectId('5278092b6f94c119c0841c2d') , 907, 593
ObjectId('5278092b6f94c119c0841b0b') , ObjectId('5278092b6f94c119c0841c39') , 521, 979
ObjectId('5278092b6f94c119c0841b17') , ObjectId('5278092b6f94c119c0841c45') , 645, 855
ObjectId('5278092b6f94c119c0841b23') , ObjectId('5278092b6f94c119c0841c51') , 574, 926
ObjectId('5278092b6f94c119c0841b2f') , ObjectId('5278092b6f94c119c0841c5d') , 427, 1073
ObjectId('5278092b6f94c119c0841b3b') , ObjectId('5278092b6f94c119c0841c69') , 911, 589
ObjectId('5278092b6f94c119c0841b47') , ObjectId('5278092b6f94c119c0841c75') , 1149, 351
ObjectId('5278092b6f94c119c0841b53') , ObjectId('5278092b6f94c119c0841c81') , 1002, 498
ObjectId('5278092b6f94c119c0841b5f') , ObjectId('5278092b6f94c119c0841c8d') , 1315, 185
ObjectId('5278092b6f94c119c0841b6b') , ObjectId('5278092b6f94c119c0841c99') , 563, 937
ObjectId('5278092b6f94c119c0841b77') , ObjectId('5278092b6f94c119c0841ca5') , 486, 1014
ObjectId('5278092b6f94c119c0841b83') , ObjectId('5278092b6f94c119c0841cb1') , 1295, 205
ObjectId('5278092b6f94c119c0841b8f') , ObjectId('5278092b6f94c119c0841cbd') , 499, 1001
ObjectId('5278092b6f94c119c0841b9b') , ObjectId('5278092b6f94c119c0841cc9') , 574, 926
ObjectId('5278092b6f94c119c0841ba7') , ObjectId('5278092b6f94c119c0841cd5') , 678, 822
Defender, Attacker, defend damage, attacker's health
ObjectId('5278092b6f94c119c0841bd9') , ObjectId('5278092b6f94c119c0841aab') , 685, 815
ObjectId('5278092b6f94c119c0841be5') , ObjectId('5278092b6f94c119c0841ab7') , 806, 694
ObjectId('5278092b6f94c119c0841bf1') , ObjectId('5278092b6f94c119c0841ac3') , 460, 1040
ObjectId('5278092b6f94c119c0841bfd') , ObjectId('5278092b6f94c119c0841acf') , 571, 929
